Product Name,Product Price,Product Quantity,Product Brand,Product Category,Product Tag,Product Discount,Link to Product,Discounted Price
ribena blackcurrant 1l,16.85,32,ribena,"['beverages', 'deepavali fair', 'except alcohol', 'groceries', 'mixed drinks & cordials']","['beverages', 'cordial', 'deepavali fair', 'groceries', 'mixed drinks', 'on sale', 'ribena']",12.0,https://vsj.bites.com.my/collections/groceries/products/ribena-blackcurrant-1l,14.88
indomie mi goreng special (promo) 10x85g,10.69,8,indomie,"['canned food & instant meals', 'except alcohol', 'groceries', 'pantry']","['groceries', 'indomie', 'instant meals', 'instant noodles', 'on sale', 'pantry']",7.0,https://vsj.bites.com.my/collections/groceries/products/indomie-mi-goreng-special-promo-10x85g,9.98
colavita pure olive oil 750ml,51.9,15,colavita,"['cooking ingredients', 'except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['colavita', 'groceries', 'oil', 'olive oil', 'pantry']",0.0,https://vsj.bites.com.my/collections/groceries/products/colavita-pure-olive-oil-750ml,
v-soy low sugar uht 1l,6.95,5,v-soy,"['beverages', 'coffee day', 'cold beverages', 'dairy & eggs', 'except alcohol', 'groceries', 'milk', 'mixed drinks & cordials']","['beverages', 'coffee day', 'cold beverages', 'groceries', 'milk', 'soy milk', 'v-soy']",0.0,https://vsj.bites.com.my/collections/groceries/products/v-soy-low-sugar-uht-1l,
thins potato chips original 175g,15.9,4,thins,"['chips & crackers', 'christmas fair', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['chips', 'christmas fair', 'groceries', 'pantry', 'potato chips', 'snacks', 'thins']",0.0,https://vsj.bites.com.my/collections/groceries/products/thins-potato-chips-original-175g,
pringles sour cream & onion 102g,7.8,44,pringles,"['chips & crackers', 'christmas fair', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['chips', 'christmas fair', 'groceries', 'on sale', 'pantry', 'pringles', 'snacks']",15.0,https://vsj.bites.com.my/collections/groceries/products/pringles-sour-cream-onion-102g,6.68
mission tortilla chips tomato 170g,7.8,8,mission,"['chips & crackers', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['chips', 'groceries', 'mission', 'pantry', 'snacks']",0.0,https://vsj.bites.com.my/collections/groceries/products/mission-tortilla-chips-tomato-170g,
mission wraps wholegrain 8's 360gm,8.6,6,mission,"['bakery', 'bread', 'except alcohol', 'groceries']","['bakery', 'bread', 'groceries', 'mission']",0.0,https://vsj.bites.com.my/collections/groceries/products/mission-wraps-wholegrain-8-s-360gm,
lkk light soy sauce 500ml,6.0,12,lee kum kee,"['except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['lee kum kee', 'pantry', 'sauces']",0.0,https://vsj.bites.com.my/collections/groceries/products/lkk-light-soy-sauce-500ml,
garden water cracker 125g,11.75,9,garden,"['chips & crackers', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['crackers', 'garden', 'groceries', 'pantry', 'snacks']",0.0,https://vsj.bites.com.my/collections/groceries/products/garden-water-cracker-125g,
mcvities digestive twin pack 2x360g,19.9,38,mcvitie's,"['biscuits & cookies', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['biscuits', 'cookies', 'groceries', 'imported', ""mcvitie's"", 'pantry', 'snacks']",0.0,https://vsj.bites.com.my/collections/groceries/products/mcvities-digestive-twin-pack-2x360g,
homesoy original 1l,3.9,8,homesoy,"['beverages', 'cny fair', 'dairy & eggs', 'except alcohol', 'fridge', 'groceries', 'mixed drinks & cordials']","['beverages', 'cny fair', 'dairy', 'groceries', 'homesoy', 'mixed drinks', 'on sale', 'soy drinks', 'soy milk']",9.0,https://vsj.bites.com.my/collections/groceries/products/homesoy-original-1l,3.58
ayam brand deli tuna mayo 160g,7.7,29,ayam brand,"['canned food & instant meals', 'except alcohol', 'groceries', 'pantry']","['ayam brand', 'canned food', 'groceries', 'instant meals', 'on sale', 'pantry']",3.0,https://vsj.bites.com.my/collections/groceries/products/ayam-brand-deli-tuna-mayo-160gm,7.49
angel kicap cair 750ml,12.15,24,angel brand,"['except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['angel brand', 'groceries', 'pantry', 'sauces', 'soy sauce']",0.0,https://vsj.bites.com.my/collections/groceries/products/angel-kicap-cair-750ml,
100 plus original 1.5l,4.45,42,100 plus,"['beverages', 'carbonated drinks', 'cny fair', 'except alcohol', 'groceries', 'sports & energy drinks']","['100plus', 'beverages', 'carbonated drinks', 'cny fair', 'energy drinks', 'sports drink']",0.0,https://vsj.bites.com.my/collections/groceries/products/100-plus-original-1-5l,
heinz chicken broth 1l,20.25,30,heinz,"['cny fair', 'condiments & salad dressings', 'except alcohol', 'groceries', 'pantry']","['chicken broth', 'cny fair', 'condiments', 'groceries', 'heinz', 'on sale', 'pantry', 'soup']",22.0,https://vsj.bites.com.my/collections/groceries/products/heinz-chicken-broth-1l,15.88
mission quinoa wraps 360g,9.0,12,mission,"['bakery', 'bread', 'except alcohol', 'groceries']","['bakery', 'bread', 'groceries', 'mission', 'on sale']",0.0,https://vsj.bites.com.my/collections/groceries/products/mission-quinoa-wraps-360g,
ayam brand sardines 230g,7.15,25,ayam brand,"['canned food & instant meals', 'except alcohol', 'groceries', 'pantry']","['ayam brand', 'canned food', 'groceries', 'instant meals', 'pantry']",0.0,https://vsj.bites.com.my/collections/groceries/products/ayam-brand-sardines-230g,
pama plain bihun gold instant 350g,6.35,23,pama,"['canned food & instant meals', 'christmas fair', 'cny fair', 'except alcohol', 'groceries', 'pantry']","['christmas fair', 'cny fair', 'groceries', 'instant meals', 'instant noodles', 'on sale', 'pama', 'pantry']",6.0,https://vsj.bites.com.my/collections/groceries/products/pama-plain-bihun-gold-instant-350g,5.98
kinder bueno t6 fp 3x43gm,13.5,27,kinder bueno,"['cny fair', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['chocolate', 'cny fair', 'groceries', 'kinder', 'on sale', 'pantry', 'snacks', 'sweets']",7.0,https://vsj.bites.com.my/collections/groceries/products/kinder-bueno-t6-fp-3x43gm,12.68
milo activ-go uht 4x125ml,5.65,14,bites shop,"['beverages', 'childhood memories', 'childhood memories', 'dairy & eggs', 'except alcohol', 'fridge', 'groceries', 'milk']","['beverages', 'childhood memories', 'chocolate drinks', 'dairy', 'fridge', 'milk', 'milo', 'on sale']",1.0,https://vsj.bites.com.my/collections/groceries/products/milo-activ-go-uht-4x125ml,5.6
gardenia roll up wraps wholemeal 5x45g,5.2,14,gardenia,"['bakery', 'bread', 'except alcohol', 'groceries', 'pantry']","['bakery', 'bread', 'gardenia', 'groceries', 'pantry']",0.0,https://vsj.bites.com.my/collections/groceries/products/gardenia-roll-up-wraps-wholemeal-5x45g,
faiza moghul basmathi rice 1kg,11.5,11,faiza,"['except alcohol', 'groceries', 'pantry', 'pasta', 'rice & noodles', 'rice']","['faiza', 'groceries', 'pantry', 'rice']",0.0,https://vsj.bites.com.my/collections/groceries/products/faiza-moghul-basmathi-rice-1kg,
knorr cube chicken 60g,3.25,33,knorr,"['cooking ingredients', 'except alcohol', 'groceries', 'herbs & spices', 'pantry']","['groceries', 'knorr', 'pantry', 'seasoning']",0.0,https://vsj.bites.com.my/collections/groceries/products/knorr-cube-chicken-60g,
san remo angel hair no.9 500gm,5.3,23,san remo,"['christmas fair', 'cny fair', 'except alcohol', 'groceries', 'pantry', 'pasta', 'pasta', 'rice & noodles']","['christmas fair', 'cny fair', 'groceries', 'noodles', 'on sale', 'pantry', 'pasta', 'san remo']",12.0,https://vsj.bites.com.my/collections/groceries/products/san-remo-angel-hair-no-9-500gm,4.68
msm prai coarse sugar 1kg,2.85,77,msm,"['baking ingredients', 'cooking ingredients', 'except alcohol', 'groceries', 'nuts', 'seeds & dried goods', 'pantry']","['baking', 'baking ingredients', 'cooking', 'cooking ingredients', 'dried goods', 'groceries', 'pantry', 'sugar']",0.0,https://vsj.bites.com.my/collections/groceries/products/msm-prai-coarse-sugar-1kg,
prego traditional pasta sauce 300g,5.95,15,prego,"['cny fair', 'condiments & salad dressings', 'except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['cny fair', 'condiments', 'groceries', 'on sale', 'pantry', 'pasta sauces', 'prego', 'sauces']",5.0,https://vsj.bites.com.my/collections/groceries/products/prego-traditional-pasta-sauce-300g,5.68
you.c1000 lemon drink 6x140ml,18.2,16,you.c1000,"['beverages', 'chilled juices & drinks', 'cold beverages', 'except alcohol', 'groceries', 'juices & fruit drinks']","['beverages', 'chilled drinks', 'fruit drinks', 'groceries', 'on sale', 'you.c1000']",18.0,https://vsj.bites.com.my/collections/groceries/products/youc1000-lemon-drink-6x140ml,14.98
san remo penne rigati 500g,5.3,9,san remo,"['christmas fair', 'cny fair', 'except alcohol', 'groceries', 'pantry', 'pasta', 'pasta', 'rice & noodles']","['christmas fair', 'cny fair', 'groceries', 'noodles', 'on sale', 'pantry', 'pasta', 'san remo']",12.0,https://vsj.bites.com.my/collections/groceries/products/san-remo-penne-rigati-500g,4.68
pringles original (usa) 149g,10.0,8,pringles,"['chips & crackers', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['chips', 'groceries', 'pantry', 'pringles', 'snacks']",0.0,https://vsj.bites.com.my/collections/groceries/products/pringles-original-usa-149g,
pringles cheezy cheese 102g,7.8,38,pringles,"['chips & crackers', 'christmas fair', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['chips', 'christmas fair', 'groceries', 'on sale', 'pantry', 'pringles', 'snacks']",15.0,https://vsj.bites.com.my/collections/groceries/products/pringles-cheezy-cheese-102g,6.68
marigold uht milk full cream 1l,8.2,7,marigold,"['beverages', 'dairy & eggs', 'except alcohol', 'fridge', 'groceries', 'mixed drinks & cordials', 'uht milk']","['beverages', 'dairy', 'groceries', 'marigold', 'on sale', 'uht', 'uht milk']",8.0,https://vsj.bites.com.my/collections/groceries/products/marigold-uht-milk-full-cream-1l,7.58
lkk less salty soy sauce 500ml,9.05,16,lee kum kee,"['except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['lee kum kee', 'pantry', 'sauces', 'soy sauce']",0.0,https://vsj.bites.com.my/collections/groceries/products/lkk-less-salty-soy-sauce-500ml,
faiza bihun siam 400gm,3.95,7,faiza,"['except alcohol', 'groceries', 'pantry', 'pasta', 'rice & noodles', 'rice']","['bihun', 'faiza', 'groceries', 'noodles', 'pantry', 'rice']",0.0,https://vsj.bites.com.my/collections/groceries/products/faiza-bihun-siam-400gm,
naturel soft margerine 500g,12.5,18,naturel,"['butter & margarine', 'dairy & eggs', 'except alcohol', 'groceries', 'pantry']","['chilled spread', 'groceries', 'margarine', 'naturel', 'on sale', 'pantry']",15.0,https://vsj.bites.com.my/collections/groceries/products/naturel-soft-margerine-500g,10.68
faiza kashmir basmathi rice 5kg,33.6,3,village grocer - subang parade,"['except alcohol', 'groceries', 'pantry', 'pasta', 'rice & noodles', 'rice']","['faiza', 'groceries', 'on sale', 'pantry', 'rice']",1.0,https://vsj.bites.com.my/collections/groceries/products/faiza-kashmir-basmathi-rice-5kg,33.5
mission tortilla chips multigrain 170g,8.8,6,mission,"['chips & crackers', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['chips', 'groceries', 'mission', 'pantry', 'snacks']",0.0,https://vsj.bites.com.my/collections/groceries/products/mission-tortilla-chips-multigrain-170g,
osk japanese green tea 50x2g,23.9,8,osk,"['beverages', 'coffee & tea', 'except alcohol', 'groceries', 'hot beverages']","['beverages', 'green tea', 'hot beverages', 'on sale', 'osk', 'tea']",13.0,https://vsj.bites.com.my/collections/groceries/products/osk-japanese-green-tea-50x2g,20.88
heinz tomato ketchup 300g,5.45,37,heinz,"['*korean fair', 'condiments & salad dressings', 'except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['condiments', 'groceries', 'heinz', 'korean fair', 'on sale', 'pantry', 'sauces']",9.0,https://vsj.bites.com.my/collections/groceries/products/heinz-tomato-ketchup-300g,4.99
naturel extra virgin olive oil 750ml,54.5,4,naturel,"['christmas fair', 'cny fair', 'cooking ingredients', 'except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['christmas fair', 'cny fair', 'cooking ingredient', 'groceries', 'naturel', 'oil', 'on sale', 'pantry']",9.0,https://vsj.bites.com.my/collections/groceries/products/naturel-extra-virgin-olive-oil-750ml,49.88
barilla fusilli 98 500g,8.4,9,barilla,"['except alcohol', 'groceries', 'pantry', 'pasta', 'pasta', 'rice & noodles']","['barilla', 'groceries', 'on sale', 'pantry', 'pasta']",14.0,https://vsj.bites.com.my/collections/groceries/products/barilla-fusilli-98-500g,7.28
munchys cream cracker 300g,5.95,11,munchy's,"['biscuits & cookies', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['cookies', 'groceries', ""munchy's"", 'pantry', 'snacks']",0.0,https://vsj.bites.com.my/collections/groceries/products/munchys-cream-cracker-300g,
nescafe gold rp 170g,36.45,9,nescafe,"['*korean fair', 'beverages', 'coffee & tea', 'except alcohol', 'groceries', 'hot beverages']","['beverages', 'coffee', 'groceries', 'hot beverages', 'korean fair', 'nescafe', 'on sale']",8.0,https://vsj.bites.com.my/collections/groceries/products/nescafe-gold-rp-170g,33.68
hosen longan 565g,10.25,14,hosen,"['cny fair', 'except alcohol', 'groceries', 'pantry']","['canned fruits', 'cny fair', 'groceries', 'hosen', 'on sale', 'pantry']",4.0,https://vsj.bites.com.my/collections/groceries/products/hosen-longan-565g,9.88
seri murni cooking oil 5kg,30.9,3,seri murni,"['cooking ingredients', 'except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['cooking ingredients', 'cooking oil', 'groceries', 'minyak', 'oil', 'pantry']",0.0,https://vsj.bites.com.my/collections/groceries/products/seri-murni-cooking-oil-5kg,
carlsberg beer can (gl) 24x320ml,168.0,5,carlsberg,"['alcohol', 'alcohol deals', 'beer', 'beer & cider', 'beverages', 'beverages offer', 'groceries']","['alcohol', 'alcohol deals', 'beer', 'beverages', 'beverages offer', 'booze', 'carlsberg', 'on sale']",29.0,https://vsj.bites.com.my/collections/groceries/products/carlsberg-beer-can-gl-24x320ml,119.88
jasmine pusa cream basmathi sella parboi 5kg,49.9,3,jasmine,"['cny fair', 'except alcohol', 'groceries', 'pantry', 'pasta', 'rice & noodles', 'rice']","['cny fair', 'fragrant rice', 'groceries', 'jasmine', 'on sale', 'pantry', 'rice']",25.0,https://vsj.bites.com.my/collections/groceries/products/jasmine-pusa-cream-basmathi-sella-parboi-5kg,37.88
ideal evaporated 390g,5.5,48,ideal,"['childhood memories', 'childhood memories', 'except alcohol', 'groceries', 'pantry']","['canned milk', 'childhood memories', 'creamer', 'evaporated creamer', 'groceries', 'ideal', 'pantry']",0.0,https://vsj.bites.com.my/collections/groceries/products/ideal-evaporated-390g,
hellmann real mayonnaise squeezy 430ml,19.9,22,hellmann,"['condiments & salad dressings', 'except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['condiments', 'groceries', 'hellmann', 'pantry', 'sauces']",0.0,https://vsj.bites.com.my/collections/groceries/products/hellmann-real-mayonnaise-squeezy-430ml,
f&n hi-cal krimer pekat manis 500g,4.4,28,f&n,"['beverages', 'except alcohol', 'groceries', 'hot beverages']","['beverages', 'creamer', 'f&n', 'groceries', 'hot beverages', 'on sale', 'sweetener']",10.0,https://vsj.bites.com.my/collections/groceries/products/f-n-hi-cal-krimer-pekat-manis-500g,3.98
kewpie dressing roasted sesame 500ml,19.7,18,kewpie,"['cny fair', 'condiments & salad dressings', 'except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['cny fair', 'condiments', 'dressings', 'groceries', 'kewpie', 'on sale', 'pantry', 'sauces']",5.0,https://vsj.bites.com.my/collections/groceries/products/kewpie-dressing-roasted-sesame-500ml,18.88
guinness stout can 4x320ml,32.5,154,guinness,"['alcohol', 'beer', 'beer & cider', 'beverages', 'beverages offer', 'groceries']","['alcohol', 'beer', 'beverages', 'beverages offer', 'booze', 'guinness', 'on sale', 'stout']",27.0,https://vsj.bites.com.my/collections/groceries/products/guinness-stout-can-4x320ml,23.88
life chilli sauce 500g,5.6,14,life,"['condiments & salad dressings', 'except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['chilli sauce', 'condiments', 'groceries', 'life', 'on sale', 'pantry', 'sauces']",5.0,https://vsj.bites.com.my/collections/groceries/products/life-chilli-sauce-500g,5.35
100 plus original rs 1.5l,4.45,27,100 plus,"['beverages', 'beverages offer', 'carbonated drinks', 'cny fair', 'except alcohol', 'groceries', 'sports & energy drinks']","['100plus', 'beverages', 'beverages offer', 'carbonated drinks', 'cny fair', 'energy drinks', 'sports drink']",0.0,https://vsj.bites.com.my/collections/groceries/products/100-plus-original-rs-1-5l,
bin bin rice cracker 150g,9.15,4,bin bin,"['chips & crackers', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['bin bin', 'crackers', 'groceries', 'on sale', 'pantry', 'snacks']",2.0,https://vsj.bites.com.my/collections/groceries/products/bin-bin-rice-cracker-150g,9.0
nestle koko krunch 300g,12.45,16,nestle,"['breakfast & cereals', 'except alcohol', 'groceries', 'pantry']","['breakfast', 'cereals', 'groceries', 'koko krunch', 'nestle', 'on sale', 'pantry']",5.0,https://vsj.bites.com.my/collections/groceries/products/nestle-koko-krunch-300g,11.88
coca-cola rasa asli 320ml,2.1,784,coca-cola,"['beverages', 'carbonated drinks', 'except alcohol', 'groceries', 'pantry']","['beverages', 'carbonated drinks', 'coca cola', 'groceries', 'pantry']",0.0,https://vsj.bites.com.my/collections/groceries/products/coca-cola-rasa-asli-320ml,
barilla bavette (linguine) n13 500g,8.15,23,barilla,"['except alcohol', 'groceries', 'pantry', 'pasta', 'pasta', 'rice & noodles']","['barilla', 'groceries', 'on sale', 'pantry', 'pasta']",11.0,https://vsj.bites.com.my/collections/groceries/products/barilla-bavette-linguine-n13-500g,7.28
ayam brand sweet corn 200g,3.8,6,ayam brand,"['canned food & instant meals', 'except alcohol', 'groceries', 'pantry']","['ayam brand', 'canned food', 'groceries', 'instant meals', 'pantry']",0.0,https://vsj.bites.com.my/collections/groceries/products/ayam-brand-sweet-corn-200g,
spritzer mineral water 1.25l,2.6,12,spritzer,"['beverages', 'except alcohol', 'groceries', 'water']","['beverages', 'groceries', 'mineral water', 'spritzer', 'water']",0.0,https://vsj.bites.com.my/collections/groceries/products/spritzer-mineral-water-1-25l,
nutella b ready 132g,15.1,9,nutella,"['except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['groceries', 'nutella', 'pantry', 'snacks']",0.0,https://vsj.bites.com.my/collections/groceries/products/nutella-b-ready-132g,
arnotts tim tam caramel chew biscuits 175g,15.5,49,arnott's,"['biscuits & cookies', 'christmas fair', 'except alcohol', 'groceries', 'october deals', 'pantry', 'snacks & sweets']","[""arnott's"", 'biscuits', 'christmas fair', 'cookies', 'groceries', 'october deals', 'on sale', 'pantry', 'snacks']",8.0,https://vsj.bites.com.my/collections/groceries/products/arnotts-tim-tam-caramel-chew-biscuits-175g,14.28
dutch lady uht milky frozen f/cream 4x125ml,5.75,12,dutch lady,"['beverages', 'dairy & eggs', 'except alcohol', 'fridge', 'groceries', 'milk', 'uht milk']","['beverages', 'dairy', 'dutch lady', 'groceries', 'milk', 'uht milk']",0.0,https://vsj.bites.com.my/collections/groceries/products/dutch-lady-uht-milky-frozen-fcream-4x125ml,
munchys topmix assorted biscuits 500g,9.7,9,munchy's,"['biscuits & cookies', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['biscuits', 'groceries', ""munchy's"", 'pantry', 'snacks']",0.0,https://vsj.bites.com.my/collections/groceries/products/munchys-topmix-assorted-biscuits-500g,
spritzer mineral water (6in1) 6x1.25l,14.52,2,spritzer,"['beverages', 'except alcohol', 'groceries', 'water']","['beverages', 'groceries', 'mineral water', 'spritzer', 'water']",0.0,https://vsj.bites.com.my/collections/groceries/products/spritzer-mineral-water-6in1-6x1-25l,
kimball spaghetti 400gm,4.05,37,kimball,"['except alcohol', 'groceries', 'pantry', 'pasta', 'pasta', 'rice & noodles']","['groceries', 'kimball', 'on sale', 'pantry', 'pasta', 'spaghetti']",7.0,https://vsj.bites.com.my/collections/groceries/products/kimball-spaghetti-400gm,3.78
tao kae noi big bang classic 50gm,12.75,4,tao kae noi,"['chips & crackers', 'christmas fair', 'cny fair', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['chips', 'christmas fair', 'cny fair', 'groceries', 'on sale', 'pantry', 'snacks', 'tao kae noi']",3.0,https://vsj.bites.com.my/collections/groceries/products/tao-kae-noi-big-bang-classic-50gm,12.48
kellogg's corn flakes 500g,16.05,5,kellogg's,"['breakfast & cereals', 'cny fair', 'except alcohol', 'groceries', 'pantry']","['breakfast', 'cereal', 'cny fair', 'groceries', ""kellogg's"", 'on sale', 'pantry']",6.0,https://vsj.bites.com.my/collections/groceries/products/kellogg-s-corn-flakes-500g,15.18
prego fettuccine 500g,5.2,18,prego,"['christmas fair', 'cny fair', 'except alcohol', 'groceries', 'pantry', 'pasta', 'pasta', 'rice & noodles']","['christmas fair', 'cny fair', 'groceries', 'on sale', 'pantry', 'pasta', 'prego']",7.0,https://vsj.bites.com.my/collections/groceries/products/prego-fettuccine-500g,4.88
spritzer mineral water 24x550ml,30.0,3,spritzer,"['beverages', 'except alcohol', 'groceries', 'water']","['beverages', 'groceries', 'mineral water', 'spritzer', 'water']",0.0,https://vsj.bites.com.my/collections/groceries/products/spritzer-mineral-water-24x550ml,
kellogg's coco pops 350g,14.9,21,kellogg's,"['breakfast & cereals', 'christmas fair', 'except alcohol', 'groceries', 'pantry']","['breakfast', 'cereal', 'christmas fair', 'groceries', ""kellogg's"", 'pantry']",0.0,https://vsj.bites.com.my/collections/groceries/products/kellogg-s-coco-pops-350g,
prego cheese/herbs creamy 290g,5.95,22,prego,"['cny fair', 'condiments & salad dressings', 'except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['cny fair', 'condiments', 'groceries', 'on sale', 'pantry', 'pasta sauces', 'prego', 'sauces']",5.0,https://vsj.bites.com.my/collections/groceries/products/prego-cheese-herbs-creamy-290g,5.68
indomie mi goreng special 5x85g,5.89,93,indomie,"['canned food & instant meals', 'christmas fair', 'except alcohol', 'groceries', 'pantry']","['christmas fair', 'groceries', 'indomie', 'instant meals', 'instant noodles', 'on sale', 'pantry']",11.0,https://vsj.bites.com.my/collections/groceries/products/indomie-mi-goreng-special-5x85g,5.28
prego traditional pasta sauce 680g,14.6,22,prego,"['christmas fair', 'except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['christmas fair', 'groceries', 'pantry', 'pasta sauce', 'prego', 'sauces']",0.0,https://vsj.bites.com.my/collections/groceries/products/prego-traditional-pasta-sauce-680g,
naturel extra virgin olive oil 250ml,21.5,9,naturel,"['cooking ingredients', 'except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['groceries', 'naturel', 'oil', 'pantry']",0.0,https://vsj.bites.com.my/collections/groceries/products/naturel-extra-virgin-olive-oil-250ml,
mission tortilla chips hot&spicy 170g,7.8,8,mission,"['chips & crackers', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['chips', 'groceries', 'mission', 'pantry', 'snacks']",0.0,https://vsj.bites.com.my/collections/groceries/products/mission-tortilla-chips-hot-spicy-170g,
marigold peel fresh pink guava 2l,13.4,7,marigold,"['beverages', 'except alcohol', 'groceries', 'juices & fruit drinks']","['beverages', 'fruit drinks', 'groceries', 'juices', 'marigold']",0.0,https://vsj.bites.com.my/collections/groceries/products/marigold-peel-fresh-pink-guava-2l,
arnotts milk coffee biscuits 250g,12.15,9,arnott's,"['biscuits & cookies', 'except alcohol', 'groceries', 'october deals', 'pantry', 'snacks & sweets']","[""arnott's"", 'biscuits', 'cookies', 'groceries', 'october deals', 'pantry', 'snacks']",0.0,https://vsj.bites.com.my/collections/groceries/products/arnotts-milk-coffee-biscuits-250g,
megah japanese fresh udon noodle 600g,8.3,9,megah,"['except alcohol', 'groceries', 'pantry', 'pasta', 'rice & noodles']","['groceries', 'megah', 'noodles', 'on sale', 'pantry', 'udon']",10.0,https://vsj.bites.com.my/collections/groceries/products/megah-japanese-fresh-udon-noodle-600g,7.48
nestle kitkat 2f 6pk 6x17g,9.0,7,kit kat,"['except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['chocolate', 'groceries', 'kit kat', 'pantry', 'snacks', 'sweets']",0.0,https://vsj.bites.com.my/collections/groceries/products/nestle-kitkat-2f-6pk-6x17g,
old town 3in1 w/cafe classic 15sx38g,19.8,126,old town,"['beverages', 'coffee & tea', 'except alcohol', 'groceries', 'hot beverages', 'pantry']","['beverages', 'coffee', 'groceries', 'hot beverages', 'old town', 'on sale', 'pantry']",10.0,https://vsj.bites.com.my/collections/groceries/products/old-town-3in1-w-cafe-classic-15sx38g,17.88
marigold 100% juice purple veggie 1l,7.35,11,marigold,"['beverages', 'christmas fair', 'except alcohol', 'groceries', 'juices & fruit drinks']","['beverages', 'christmas fair', 'fruit drinks', 'groceries', 'juices', 'marigold', 'on sale']",20.0,https://vsj.bites.com.my/collections/groceries/products/marigold-100-juice-purple-veggie-1l,5.88
barilla penne rigate 500g,8.4,4,barilla,"['except alcohol', 'groceries', 'pantry', 'pasta', 'pasta', 'rice & noodles']","['barilla', 'groceries', 'on sale', 'pantry', 'pasta']",14.0,https://vsj.bites.com.my/collections/groceries/products/barilla-penne-rigate-500g,7.28
maggi hot cup curry 58g,2.5,147,maggi,"['canned food & instant meals', 'except alcohol', 'groceries', 'pantry']","['groceries', 'instant food', 'instant meals', 'instant noodles', 'maggi', 'pantry']",0.0,https://vsj.bites.com.my/collections/groceries/products/maggi-hot-cup-curry-58g,
ayam brand tuna chunk in mineral water 150g,7.7,38,ayam brand,"['canned food & instant meals', 'except alcohol', 'groceries', 'pantry']","['ayam brand', 'canned food', 'groceries', 'instant meals', 'on sale', 'pantry']",3.0,https://vsj.bites.com.my/collections/groceries/products/ayam-brand-tuna-chunk-in-mineral-water-150g,7.49
cadbury dairy milk hazelnut 160g,9.6,17,cadbury,"['christmas fair', 'cny fair', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['cadbury', 'chocolate', 'christmas fair', 'cny fair', 'groceries', 'on sale', 'pantry', 'snacks', 'sweets']",12.0,https://vsj.bites.com.my/collections/groceries/products/cadbury-dairy-milk-hazelnut-160g,8.48
pringles hot & spicy 102g,7.8,42,pringles,"['chips & crackers', 'christmas fair', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['chips', 'christmas fair', 'groceries', 'on sale', 'pantry', 'pringles', 'snacks']",15.0,https://vsj.bites.com.my/collections/groceries/products/pringles-hot-spicy-102g,6.68
lotus caramelised biscuits (25s) 156gm,9.7,5,biscoff,"['biscuits & cookies', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['biscuits', 'cookies', 'groceries', 'lotus', 'lotus biscoff', 'pantry', 'snacks']",0.0,https://vsj.bites.com.my/collections/groceries/products/lotus-caramelised-biscuits-25s-156gm,
lotus caramelised biscuits (25s) 250gm,12.0,14,biscoff,"['biscuits & cookies', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['biscuits', 'cookies', 'groceries', 'lotus', 'lotus biscoff', 'on sale', 'pantry', 'snacks']",6.0,https://vsj.bites.com.my/collections/groceries/products/lotus-caramelised-biscuits-25s-250gm,11.28
